"PC Name","Company", "Site", "Solution", "Product", "availableCSpace (G)","totalCSpace (G)", "availableDSpace (G)", "totalDSpace (G)" 
"LI-DMXL3250QWT_8851FB81A924","tangoe","Langley","mobilq","irt","310","465","N/A","N/A",
"LI-DMXL3250QXB_8851FB81B4BF","clover","tokyo","mobilq","irt","332","465","N/A","N/A",
"LI-DMXL3491ZJ5_D4C9EFDA29B4","1","sunnyvale","mobilq","irt","345","465","N/A","N/A",
"LI-DMXL3491ZJ8_D4C9EFDA26B3","1","sunnyvale","mobilq","irt","411","465","N/A","N/A",
"LI-DMXL3491ZJ9_A44E31DA7FD4","clover","tokyo","mobilq","irt","327","465","N/A","N/A",
"LI-DMXL3491ZJH_D4C9EFDA2A0F","1","sunnyvale","mobilq","irt","354","465","N/A","N/A",
"LI-L5CG4373PDB_3010B3B4F84F","Sprint","Louisville","mobilq","irt","59","167","N/A","N/A",
"LI-L5CG4373PGW_3010B3B6EA0B","Sprint","Louisville","mobilq","irt","1","167","N/A","N/A",
"LI-L5CG43743D9_3010B3B6E9F5","Sprint","Louisville","mobilq","irt","62","167","N/A","N/A",
"LI-L5CG43743HT_3010B3B6E9E1","Sprint","Louisville","mobilq","irt","66","167","N/A","N/A",
"LI-L5CG43746DL_3010B3B5F22A","Sprint","Louisville","mobilq","irt","92","167","N/A","N/A",
"LI-LCND0083GJZ_00231426B4F8","Sprint","Louisville","mobilq","irt","385","465","N/A","N/A",
"LI-LCND0092TYF_002314264D50","Sprint","Louisville","mobilq","irt","405","465","N/A","N/A",
"LOGISTICS3_F8BC125B79BE","tangoe","austin","allinone","greent","298","465","N/A","N/A",
"MEXI0527_C81F660FA85D","clover","irvine","allinone","greent","220","465","N/A","N/A",
"MOBILE-WIPE_6C3BE52844C5","Electronic Recyclers","Fresno","allinone","greent","421","931","0","0",
"MTN-GREENT-1_6431509B3381","Movable Trade Network_asia","Chigasaki","allinone_asia","GreenT","68","232","N/A","N/A",
"MTN-GREENT-2_6431508FB2AB","Movable Trade Network_asia","Chigasaki","allinone_asia","GreenT","64","232","N/A","N/A",
"MTN-GREENT-3_E8E0B74DBB55","Movable Trade Network_asia","Chigasaki","allinone_asia","GreenT","253","439","N/A","N/A",
"MTN-GREENT-5_0023184A3094","Movable Trade Network_asia","Chigasaki","allinone_asia","GreenT","282","458","N/A","N/A",
"OTC-IRT-PC01_D027888FB157","MXmobiling","DocomoCS_Osaka","allinone_asia","iRT","403","444","N/A","N/A",
"OTC-IRT-PC02_D027888FB192","MXmobiling","DocomoCS_Osaka","allinone_asia","iRT","340","444","N/A","N/A",
"OTC-IRT-PC03_D027888FB1DC","MXmobiling","DocomoCS_Osaka","allinone_asia","iRT","340","444","N/A","N/A",
"OTC-IRT-PC04_D8CB8A60ACE6","MXmobiling","DocomoCS_Osaka","allinone_asia","iRT","340","444","N/A","N/A",
"OTC-IRT-PC06_D8CB8A4F698E","MXmobiling","DocomoCS_Osaka","allinone_asia","iRT","342","444","N/A","N/A",
"PC-APPLE-12_183DA22DC4F8","Cooper General","PRC","allinone","greent","638","694","N/A","N/A",
"PC-GREENT01_705A0F91C193","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","279","452","1","10",
"PC-GREENT02_002682AFFE3C","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","65","232","N/A","N/A",
"PC-GREENT03_FC6198285E91","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","50","224","N/A","N/A",
"PC-IRT01_FC61986895A7","MXdiagnosis","Diagnosis_Implementation","allinone_asia","iRT","257","290","N/A","N/A",
"PC-MI01_FC6198689F31","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","258","290","N/A","N/A",
"PC-MI03_6C3BE5F7CCBA","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","114","143","139","139",
"PC-MI05_6C3BE5F7CCB1","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","115","143","139","139",
"PC-MI06_38EAA7FB6673","MXdiagnosis","Diagnosis_Implementation","allinone_asia","GreenT","115","143","139","139",
"PRC-FUTDIA-01_086266467C5C","Cooper General","PRC","allinone","greent","157","223","164","228",
"PRC-PC-072_989096C64C7D","Cooper General","PRC","allinone","greent","164","228","N/A","N/A",
"QA-TEST-1_989096C3FA30","Litong","Tustin","mobilq","irt","311","476","167","237",
"QC-2_78ACC0B7DD52","HOBI","Dallas","allinone","irt","157","232","N/A","N/A",
"RTVWS5341_A0D3C10B567F","Verizon-FastClear","Verizon","allinone","greent","83","433","31","31",
"RTVWS5366_A0D3C10B5676","Verizon","Fort Worth","allinone","greent","97","433","31","31",
"RTVWS5374_A0481CACEF6E","Verizon-FastClear","Verizon","allinone","greent","229","433","31","31",
"RTVWS5392_A0D3C12CD253","Verizon-FastClear","Verizon","allinone","greent","322","433","31","31",
"RTVWS5402_A0D3C12D11BA","Verizon-FastClear","Verizon","allinone","greent","323","433","31","31",
"RTVWS5404_A0D3C12D11C0","Verizon-FastClear","Verizon","allinone","greent","229","433","31","31",
"RTVWS5411_A0D3C12D11BB","Verizon","Fort Worth","allinone","greent","87","433","31","31",
"RTVWS5413_A0D3C12D11CB","Verizon","Fort Worth","allinone","greent","277","433","31","31",
"RTVWS5417_A0D3C12CD254","Verizon-FastClear","Verizon","allinone","greent","315","433","31","31",
"RTVWS5442_40A8F0632B10","Verizon-Android","Verizon","allinone","greent","437","464","N/A","N/A",
"RTVWS5443_40A8F062EDDE","Verizon-Android","Verizon","allinone","greent","412","464","N/A","N/A",
"RTVWS5445_C4346B5E870A","Verizon-FastClear","Verizon","allinone","greent","219","433","31","31",
"SBF01801-W7_3464A92DB98F","FaceUP","SBFrameworks","allinone_asia","iRT","399","452","1","12",
"SNKY-GT002_B8AEEDFEB83D","Movable Trade Network-AGENT_asia","Chigasaki","allinone_asia","GreenT","79","223","N/A","N/A",
"SNKY-GT003_B8AEEDFEB2A4","Movable Trade Network-AGENT_asia","Chigasaki","allinone_asia","GreenT","98","223","N/A","N/A",
"STCPC01_D027888FB1BA","MXmobiling","DocomoCS_Sapporo","allinone_asia","iRT","381","444","N/A","N/A",
"STCPC02_D027888FB1B5","MXmobiling","DocomoCS_Sapporo","allinone_asia","iRT","385","444","N/A","N/A",
"SW-PSF1_DC4A3E3E7B9A","Belmont Trading","Buffalo Grove","allinone","greent","126","238","N/A","N/A",
"SW-PSF3_DC4A3E3E7BA8","Belmont Trading","Buffalo Grove","allinone","greent","114","238","N/A","N/A",
"SW-PSF4_DC4A3E3E7BAC","Belmont Trading","Buffalo Grove","allinone","greent","120","238","N/A","N/A",
"SW-PSF5_DC4A3E3E7B6A","Belmont Trading","Buffalo Grove","allinone","greent","121","238","N/A","N/A",
"TEMP07-PC_E89A8FD43944","clover","irvine","allinone","irt","112","232","N/A","N/A",
"TEST-GREENT-PC_AC220B896283","best buy canada","Langley","allinone","greent","806","931","N/A","N/A",
"TESTPC_B888E307E759","best buy canada","Langley","allinone","greent","44","447","N/A","N/A",
"US000390_C4346B602C8D","tangoe","Langley","mobilq","greent","101","238","N/A","N/A",
"US000705_40A8F0A9B4BA","clover","tokyo","mobilq","irt","342","465","N/A","N/A",
"US000712_C4346B602C7F","tangoe","Langley","mobilq","greent","81","238","N/A","N/A",
"US000723_C4346B64557D","tangoe","Langley","mobilq","greent","155","238","N/A","N/A",
"US000730_C4346B625236","tangoe","Langley","mobilq","greent","118","238","N/A","N/A",
"US000738_C4346B6251BD","tangoe","Langley","mobilq","greent","67","238","N/A","N/A",
"US000744_C4346B5E7E1A","newaya","bstar_hongkong","mobilq","greent","144","233","N/A","N/A",
"US000752_C4346B602D04","tangoe","Langley","mobilq","greent","135","233","N/A","N/A",
"US000763_C4346B5E7E63","tangoe","Langley","mobilq","greent","114","238","N/A","N/A",
"US000765_C4346B602D0B","tangoe","Langley","mobilq","greent","136","238","N/A","N/A",
"US000766_C4346B60A1D3","tangoe","Langley","mobilq","greent","113","238","N/A","N/A",
"US000767_C4346B602C89","tangoe","Langley","mobilq","greent","115","238","N/A","N/A",
"US000768_C4346B602C7C","tangoe","Langley","mobilq","greent","114","238","N/A","N/A",
"US000771_C4346B602CDD","tangoe","Langley","mobilq","greent","105","238","N/A","N/A",
"US000774_C4346B602D02","tangoe","Langley","mobilq","greent","94","238","N/A","N/A",
"US000776_C4346B644BCE","tangoe","Langley","mobilq","greent","136","233","N/A","N/A",
"US000869_8851FB81B502","Sprint","Louisville","mobilq","greent","357","463","N/A","N/A",
"US000874_8851FB81E9B9","1","sunnyvale","mobilq","irt","420","465","N/A","N/A",
"US000890_8851FB81D6B6","futuredial","smyrna","mobilq","irt","304","465","N/A","N/A",
"US001807_D4C9EFDA502C","tangoe","Langley","mobilq","irt","370","465","N/A","N/A",
"US002116_C4346B749B01","tangoe","Langley","mobilq","greent","181","238","N/A","N/A",
"US002202_645106463D83","clover","tokyo","mobilq","greent","116","238","N/A","N/A",
"US002204_6451064E4A7A","clover","tokyo","mobilq","greent","140","233","N/A","N/A",
"US002459_8CDCD4381662","newaya","bstar_hongkong","mobilq","greent","132","233","N/A","N/A",
"US002460_8CDCD43814CF","newaya","bstar_hongkong","mobilq","greent","133","233","N/A","N/A",
"US003205_5065F31F4EFE","tangoe","Langley","mobilq","irt","106","238","N/A","N/A",
"US003207_8CDCD439BAE3","tangoe","Langley","mobilq","greent","100","238","N/A","N/A",
"US003208_5065F31C27DF","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003209_ECB1D760AFD8","tangoe","Langley","mobilq","irt","89","238","N/A","N/A",
"US003210_ECB1D760AFDC","clover","tokyo","mobilq","greent","92","238","N/A","N/A",
"US003211_5065F31F4EBE","tangoe","Langley","mobilq","irt","100","238","N/A","N/A",
"US003212_5065F31C27E1","tangoe","Langley","mobilq","irt","96","238","N/A","N/A",
"US003214_5065F31F4E87","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003215_5065F31E5532","tangoe","Langley","mobilq","irt","100","238","N/A","N/A",
"US003217_5065F31E0622","tangoe","Langley","mobilq","greent","336","465","N/A","N/A",
"US003219_ECB1D760AD6E","tangoe","Langley","mobilq","irt","78","238","N/A","N/A",
"US003220_5065F31C27C7","tangoe","Langley","mobilq","irt","97","238","N/A","N/A",
"US003221_5065F31C2831","tangoe","Langley","mobilq","irt","115","238","N/A","N/A",
"US003223_5065F31E555C","tangoe","Langley","mobilq","irt","91","238","N/A","N/A",
"US003224_5065F31C27F2","tangoe","Langley","mobilq","irt","118","238","0","0",
"US003227_ECB1D760AF52","tangoe","Langley","mobilq","irt","89","238","N/A","N/A",
"US003228_5065F31E5501","tangoe","Langley","mobilq","irt","82","238","N/A","N/A",
"US003231_5065F31F4EEF","tangoe","Langley","mobilq","irt","107","238","N/A","N/A",
"US003233_5065F31E5544","tangoe","Langley","mobilq","irt","120","238","N/A","N/A",
"US003235_5065F31E552C","tangoe","Langley","mobilq","irt","113","238","N/A","N/A",
"US003236_5065F31E551B","tangoe","Langley","mobilq","irt","94","238","N/A","N/A",
"US003237_ECB1D760AFC8","tangoe","Langley","mobilq","irt","94","238","N/A","N/A",
"US003238_ECB1D760B007","tangoe","Langley","mobilq","irt","104","238","N/A","N/A",
"US003239_5065F31F4EFF","tangoe","Langley","mobilq","irt","76","238","0","0",
"US003240_5065F31E5568","tangoe","Langley","mobilq","irt","117","238","N/A","N/A",
"US003241_5065F31E5546","tangoe","Langley","mobilq","irt","98","238","0","0",
"US003242_5065F31F4E9A","tangoe","Langley","mobilq","irt","113","238","N/A","N/A",
"US003243_5065F31E550C","tangoe","Langley","mobilq","irt","113","238","N/A","N/A",
"US003244_5065F31C281A","tangoe","Langley","mobilq","irt","109","238","N/A","N/A",
"US003245_ECB1D760AF51","tangoe","Langley","mobilq","irt","109","238","N/A","N/A",
"US003246_5065F31E54F5","tangoe","Langley","mobilq","irt","120","238","0","0",
"US003247_ECB1D760B019","tangoe","Langley","mobilq","irt","115","238","N/A","N/A",
"US003248_5065F31E5531","tangoe","Langley","mobilq","irt","92","238","0","0",
"US003249_5065F31C27F6","clover","tokyo","mobilq","greent","24","238","N/A","N/A",
"US003250_5065F31F4E8E","clover","tokyo","mobilq","greent","85","238","N/A","N/A",
"US003251_5065F31E551A","clover","tokyo","mobilq","greent","82","238","N/A","N/A",
"US003255_5065F31E552B","clover","tokyo","mobilq","greent","62","238","N/A","N/A",
"US003258_ECB1D760AFA5","clover","tokyo","mobilq","greent","128","238","N/A","N/A",
"US003259_ECB1D760AFDF","clover","tokyo","mobilq","greent","119","238","N/A","N/A",
"US003261_5065F31E558A","clover","tokyo","mobilq","greent","141","238","N/A","N/A",
"US003265_ECB1D760AFA6","tangoe","Langley","mobilq","greent","52","238","N/A","N/A",
"US003266_5065F31F4ED1","clover","tokyo","mobilq","greent","146","238","N/A","N/A",
"US003268_5065F31F4EFA","clover","tokyo","mobilq","greent","142","238","N/A","N/A",
"US003270_5065F31E551E","tangoe","Langley","mobilq","greent","136","238","N/A","N/A",
"US003273_5065F31F4E81","tangoe","Langley","mobilq","irt","93","238","N/A","N/A",
"US003274_5065F31F4EDA","tangoe","Langley","mobilq","irt","115","238","N/A","N/A",
"US003276_5065F31E555D","tangoe","Langley","mobilq","irt","113","238","N/A","N/A",
"US003279_5065F31E552A","tangoe","Langley","mobilq","irt","97","238","N/A","N/A",
"US003280_5065F31C27A2","tangoe","Langley","mobilq","irt","122","238","N/A","N/A",
"US003281_5065F31F4EF2","tangoe","Langley","mobilq","irt","118","238","N/A","N/A",
"US003282_5065F31C27AC","tangoe","Langley","mobilq","irt","104","238","N/A","N/A",
"US003283_5065F31F4EFC","tangoe","Langley","mobilq","irt","118","238","N/A","N/A",
"US003287_ECB1D760AFEB","tangoe","Langley","mobilq","irt","106","238","N/A","N/A",
"US003288_5065F31F4E89","tangoe","Langley","mobilq","irt","112","238","N/A","N/A",
"US003289_5065F31C27E4","tangoe","Langley","mobilq","irt","123","238","N/A","N/A",
"US003290_5065F31E54E4","tangoe","Langley","mobilq","irt","112","238","N/A","N/A",
"US003291_5065F31C2840","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003292_5065F31E5581","tangoe","Langley","mobilq","irt","104","238","N/A","N/A",
"US003293_ECB1D760B00A","tangoe","Langley","mobilq","irt","118","238","N/A","N/A",
"US003294_5065F31E5556","tangoe","Langley","mobilq","irt","110","238","N/A","N/A",
"US003295_5065F31F4DEC","tangoe","Langley","mobilq","irt","105","238","N/A","N/A",
"US003296_ECB1D760B018","tangoe","Langley","mobilq","irt","101","238","N/A","N/A",
"US003449_5065F31F4F2A","tangoe","Langley","mobilq","greent","109","238","N/A","N/A",
"US003458_5065F31C280A","clover","tokyo","mobilq","greent","115","238","N/A","N/A",
"US003459_5065F31C2842","clover","tokyo","mobilq","greent","20","238","N/A","N/A",
"US003460_5065F31E5525","tangoe","Langley","mobilq","greent","60","238","N/A","N/A",
"US003465_ECB1D760AFF3","clover","tokyo","mobilq","greent","45","238","N/A","N/A",
"US003468_5065F31C2801","clover","tokyo","mobilq","greent","124","238","N/A","N/A",
"US003469_5065F31F4EA6","tangoe","Langley","mobilq","greent","140","238","N/A","N/A",
"US003470_5065F31F4EFD","tangoe","Langley","mobilq","greent","131","238","N/A","N/A",
"US003482_5065F31F4E30","clover","tokyo","mobilq","greent","126","238","N/A","N/A",
"US003527_5065F31E5559","tangoe","Langley","mobilq","greent","125","238","N/A","N/A",
"US003529_5065F31C27CB","tangoe","Langley","mobilq","greent","133","238","N/A","N/A",
"US003530_5065F31C27C2","tangoe","Langley","mobilq","greent","111","238","N/A","N/A",
"US003540_5065F31F4EED","clover","tokyo","mobilq","greent","131","238","N/A","N/A",
"US003541_5065F31F4EBA","tangoe","Langley","mobilq","greent","122","238","N/A","N/A",
"US003543_5065F31C27CE","tangoe","Langley","mobilq","greent","80","238","N/A","N/A",
"US003600_5065F31E551D","tangoe","Langley","mobilq","irt","97","238","N/A","N/A",
"US003601_5065F31F4EB6","tangoe","Langley","mobilq","irt","90","238","N/A","N/A",
"US003602_5065F31C2809","tangoe","Langley","mobilq","irt","94","238","N/A","N/A",
"US003603_ECB1D760AFE2","tangoe","Langley","mobilq","irt","94","238","N/A","N/A",
"US003605_5065F31F4E8C","tangoe","Langley","mobilq","irt","93","238","N/A","N/A",
"US003606_5065F31F4EE1","tangoe","Langley","mobilq","irt","99","238","N/A","N/A",
"US003607_ECB1D760B000","clover","tokyo","mobilq","greent","141","238","N/A","N/A",
"US003608_5065F31F4EE6","tangoe","Langley","mobilq","irt","97","238","0","0",
"US003609_ECB1D760AFC2","tangoe","Langley","mobilq","irt","107","238","N/A","N/A",
"US003611_5065F31E5540","tangoe","Langley","mobilq","irt","142","238","N/A","N/A",
"US003614_5065F31F4E8B","tangoe","Langley","mobilq","irt","102","238","N/A","N/A",
"US003617_ECB1D760AFD1","tangoe","Langley","mobilq","greent","112","238","N/A","N/A",
"US003618_5065F31E5537","tangoe","Langley","mobilq","irt","114","238","N/A","N/A",
"US003619_5065F31F4EC3","tangoe","Langley","mobilq","greent","98","238","N/A","N/A",
"US003716_5065F31C27BA","tangoe","Langley","mobilq","irt","108","238","N/A","N/A",
"US003717_5065F31F4ED5","tangoe","Langley","mobilq","irt","104","238","N/A","N/A",
"US003718_5065F31E553B","tangoe","Langley","mobilq","irt","110","238","N/A","N/A",
"US003719_ECB1D760AFE3","tangoe","Langley","mobilq","irt","92","238","N/A","N/A",
"US003720_5065F31C281C","tangoe","Langley","mobilq","irt","106","238","N/A","N/A",
"US003721_5065F31C27C6","tangoe","Langley","mobilq","irt","99","238","N/A","N/A",
"US003723_ECB1D760AFCE","tangoe","Langley","mobilq","irt","112","238","N/A","N/A",
"US003724_5065F31C27C3","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003725_5065F31E556A","tangoe","Langley","mobilq","irt","126","238","N/A","N/A",
"US003726_5065F31F4EA2","tangoe","Langley","mobilq","irt","104","238","N/A","N/A",
"US003727_5065F31C27D4","tangoe","Langley","mobilq","irt","91","238","N/A","N/A",
"US003728_5065F31C27DE","tangoe","Langley","mobilq","irt","112","238","N/A","N/A",
"US003729_5065F31E550F","tangoe","Langley","mobilq","irt","94","238","N/A","N/A",
"US003730_ECB1D760AFCC","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003731_5065F31F4EA5","tangoe","Langley","mobilq","irt","93","238","N/A","N/A",
"US003732_5065F31F4E93","tangoe","Langley","mobilq","irt","102","238","N/A","N/A",
"US003733_5065F31E5487","tangoe","Langley","mobilq","irt","109","238","N/A","N/A",
"US003735_ECB1D760AFC4","tangoe","Langley","mobilq","irt","66","238","N/A","N/A",
"US003736_5065F31E5506","tangoe","Langley","mobilq","irt","101","238","N/A","N/A",
"US003737_5065F31E553E","tangoe","Langley","mobilq","irt","118","238","N/A","N/A",
"US003738_5065F31F4E7C","tangoe","Langley","mobilq","irt","90","238","N/A","N/A",
"US003739_ECB1D760AFC5","tangoe","Langley","mobilq","irt","92","238","N/A","N/A",
"US003851_ECB1D760AFD2","tangoe","Langley","mobilq","irt","88","238","N/A","N/A",
"US003852_ECB1D760AFE7","tangoe","Langley","mobilq","irt","100","238","N/A","N/A",
"US003853_5065F31C281B","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003854_5065F31F4F25","tangoe","Langley","mobilq","irt","92","238","N/A","N/A",
"US003855_5065F31E54E9","tangoe","Langley","mobilq","irt","86","238","N/A","N/A",
"US003856_ECB1D760AFFA","tangoe","Langley","mobilq","irt","87","238","N/A","N/A",
"US003857_5065F31E5517","tangoe","Langley","mobilq","irt","102","238","N/A","N/A",
"US003858_5065F31C279C","tangoe","Langley","mobilq","irt","103","238","N/A","N/A",
"US003859_5065F31C27BC","tangoe","Langley","mobilq","irt","107","238","N/A","N/A",
"US003860_5065F31C27AA","tangoe","Langley","mobilq","irt","102","238","N/A","N/A",
"US003861_5065F31F4F20","tangoe","Langley","mobilq","irt","89","238","N/A","N/A",
"US003863_ECB1D760B009","tangoe","Langley","mobilq","irt","97","238","N/A","N/A",
"US003864_5065F31C2814","tangoe","Langley","mobilq","irt","94","238","N/A","N/A",
"US003866_ECB1D760B029","tangoe","Langley","mobilq","irt","90","238","N/A","N/A",
"US003867_5065F31E5533","tangoe","Langley","mobilq","irt","110","238","N/A","N/A",
"US003868_5065F31F4E95","tangoe","Langley","mobilq","irt","89","238","N/A","N/A",
"US003869_5065F31F4EEA","tangoe","Langley","mobilq","irt","100","238","N/A","N/A",
"US003870_ECB1D760AFDB","tangoe","Langley","mobilq","irt","110","238","N/A","N/A",
"US004454_6451064C5E03","tangoe","Langley","mobilq","irt","125","238","N/A","N/A",
"US004500_6451064E4A05","newaya","bstar_hongkong","mobilq","greent","147","238","N/A","N/A",
"US004533_6451064C5E1D","tangoe","Langley","mobilq","greent","182","238","N/A","N/A",
"US004534_ECB1D75CEDCE","Sprint","Louisville","mobilq","irt","164","238","N/A","N/A",
"US004535_ECB1D75C351D","Sprint","Louisville","mobilq","irt","158","238","N/A","N/A",
"US004537_ECB1D75C34BF","Sprint","Louisville","mobilq","irt","151","238","N/A","N/A",
"US004538_ECB1D75C3512","Sprint","Louisville","mobilq","irt","157","238","N/A","N/A",
"US004539_ECB1D75CEDCA","Sprint","Louisville","mobilq","irt","161","238","N/A","N/A",
"US004540_5065F31C06F0","Sprint","Louisville","mobilq","irt","157","238","N/A","N/A",
"US004541_5065F31C06F6","Sprint","Louisville","mobilq","irt","159","238","N/A","N/A",
"US004542_ECB1D75C3516","Sprint","Louisville","mobilq","irt","161","238","N/A","N/A",
"US004543_ECB1D75CEDC6","Sprint","Louisville","mobilq","irt","157","238","N/A","N/A",
"US004544_ECB1D7609469","Sprint","Louisville","mobilq","irt","160","238","N/A","N/A",
"US004545_ECB1D75CEDCD","Sprint","Louisville","mobilq","irt","155","238","N/A","N/A",
"US004560_D4C9EFD3778C","1","sunnyvale","mobilq","irt","403","465","N/A","N/A",
"US004641_DC4A3E6DDBD8","Sprint","Louisville","mobilq","irt","144","233","N/A","N/A",
"US004642_9457A5F15A3C","Sprint","Louisville","mobilq","irt","143","233","N/A","N/A",
"US004645_DC4A3E697D0E","Sprint","Louisville","mobilq","irt","159","233","N/A","N/A",
"US004649_DC4A3E697D11","Sprint","Louisville","mobilq","irt","142","233","N/A","N/A",
"US004650_DC4A3E697CE6","Sprint","Louisville","mobilq","irt","145","233","N/A","N/A",
"US004651_9457A5F15A2C","Sprint","Louisville","mobilq","irt","137","233","N/A","N/A",
"US004652_DC4A3E6DDBE3","Sprint","Louisville","mobilq","irt","137","233","N/A","N/A",
"US004654_DC4A3E697CAF","Sprint","Louisville","mobilq","irt","121","233","N/A","N/A",
"US004860_9457A5F0AF25","clover","tokyo","mobilq","irt","130","233","N/A","N/A",
"US004861_DC4A3E69425C","1","brampton","mobilq","greent","104","233","N/A","N/A",
"US004862_9457A5F22E96","clover","tokyo","mobilq","irt","144","233","N/A","N/A",
"US004865_DC4A3E694270","clover","tokyo","mobilq","irt","137","233","N/A","N/A",
"US004963_DC4A3E7ACD51","Sprint","Louisville","mobilq","irt","174","233","N/A","N/A",
"US004964_DC4A3E7E4050","Sprint","Louisville","mobilq","irt","179","233","N/A","N/A",
"US004965_DC4A3E7A8023","Sprint","Louisville","mobilq","irt","162","233","N/A","N/A",
"US004966_DC4A3E7895C4","1","brampton","mobilq","greent","127","233","N/A","N/A",
"US004967_DC4A3E7A8022","1","brampton","mobilq","greent","74","233","N/A","N/A",
"US004968_DC4A3E789570","tangoe","Langley","mobilq","greent","119","233","N/A","N/A",
"US004969_DC4A3E7895E4","1","brampton","mobilq","greent","114","233","N/A","N/A",
"US004970_DC4A3E7E41AD","1","brampton","mobilq","greent","116","233","N/A","N/A",
"US004973_DC4A3E7E4136","1","brampton","mobilq","greent","131","233","N/A","N/A",
"US004974_DC4A3E7A402D","1","brampton","mobilq","greent","122","233","N/A","N/A",
"US004975_DC4A3E7A8004","1","brampton","mobilq","greent","126","233","N/A","N/A",
"US004976_DC4A3E789584","1","brampton","mobilq","greent","133","233","N/A","N/A",
"US004977_DC4A3E7D8340","1","brampton","mobilq","greent","122","233","N/A","N/A",
"US004979_DC4A3E789512","1","brampton","mobilq","greent","139","233","N/A","N/A",
"US004980_DC4A3E6BFFA2","1","brampton","mobilq","greent","107","233","N/A","N/A",
"US004981_DC4A3E6BFFB1","1","brampton","mobilq","greent","105","233","N/A","N/A",
"US004982_DC4A3E6AFD4D","newaya","bstar_hongkong","mobilq","greent","140","233","N/A","N/A",
"US006802_9457A5EF3CBB","assurant","louisville","mobilq","irt","134","233","N/A","N/A",
"US006803_DC4A3E66CAAB","assurant","louisville","mobilq","irt","118","233","N/A","N/A",
"US006806_9457A5F0AF18","tangoe","Langley","mobilq","irt","141","233","N/A","N/A",
"US006808_DC4A3E665CBE","tangoe","Langley","mobilq","irt","127","238","N/A","N/A",
"US006830_DC4A3E694210","tangoe","Langley","mobilq","irt","135","233","N/A","N/A",
"US006840_9457A5EF3D97","assurant","louisville","mobilq","irt","136","233","N/A","N/A",
"US006841_DC4A3E67A21E","clover","tokyo","mobilq","irt","142","238","N/A","N/A",
"US006843_480FCF5CB77A","assurant","louisville","mobilq","irt","140","233","N/A","N/A",
"US006844_480FCF5FE1E0","tangoe","Langley","mobilq","irt","124","233","N/A","N/A",
"US006845_9457A5EF1CBC","clover","tokyo","mobilq","irt","133","233","N/A","N/A",
"US006858_9457A5EF1CD5","assurant","louisville","mobilq","irt","141","233","N/A","N/A",
"US006859_9457A5EF1CC3","tangoe","Langley","mobilq","irt","138","233","N/A","N/A",
"US006860_480FCF5BF509","assurant","louisville","mobilq","irt","134","233","N/A","N/A",
"US006862_9457A5EF1CD6","assurant","louisville","mobilq","irt","140","233","N/A","N/A",
"US006863_9457A5F21032","assurant","louisville","mobilq","irt","132","233","N/A","N/A",
"US006864_9457A5ED32A1","clover","tokyo","mobilq","irt","140","233","N/A","N/A",
"US006865_9457A5ED32C1","assurant","louisville","mobilq","irt","121","233","N/A","N/A",
"US006866_9457A5ED324D","clover","tokyo","mobilq","irt","133","233","N/A","N/A",
"US006868_9457A5EE7B16","assurant","louisville","mobilq","irt","134","233","N/A","N/A",
"US006869_DC4A3E665CC1","clover","tokyo","mobilq","irt","140","233","N/A","N/A",
"US006870_DC4A3E694273","clover","tokyo","mobilq","irt","130","233","N/A","N/A",
"US006871_9457A5F0AEB7","clover","tokyo","mobilq","irt","130","233","N/A","N/A",
"US006872_DC4A3E694225","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US006873_9457A5F22D94","clover","tokyo","mobilq","irt","146","233","N/A","N/A",
"US006874_DC4A3E698188","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US006875_9457A5F22EC2","clover","tokyo","mobilq","irt","131","233","N/A","N/A",
"US006876_9457A5F0AF24","clover","tokyo","mobilq","irt","119","233","N/A","N/A",
"US006877_9457A5F22D96","clover","tokyo","mobilq","irt","129","233","N/A","N/A",
"US006878_9457A5F0E3A6","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US006879_9457A5EF3D78","clover","tokyo","mobilq","irt","130","233","N/A","N/A",
"US006880_9457A5F07254","tangoe","Langley","mobilq","irt","125","233","N/A","N/A",
"US006881_9457A5F07A21","tangoe","Langley","mobilq","irt","132","233","N/A","N/A",
"US006882_9457A5EF3D81","tangoe","Langley","mobilq","irt","140","233","N/A","N/A",
"US006884_DC4A3E66CAB2","tangoe","Langley","mobilq","irt","127","233","N/A","N/A",
"US006886_9457A5EEB3C1","1","brampton","mobilq","greent","132","233","N/A","N/A",
"US006887_DC4A3E665CA6","tangoe","Langley","mobilq","irt","139","233","N/A","N/A",
